title,link,institution,subject,level,prerequisites,language,videotranscript,associatedprograms,associatedskills
Global Public Health,https://www.edx.org/learn/public-health/sdg-academy-global-public-health,SDG Academy,Health & Safety,Intermediate,None.,English,None,None,"Sustainable Development, Conflict Resolution, Public Policies, Economics, Poverty Reduction, Empowerment, Communicable Diseases, Influencing Skills, Economic Development, Nursing, Infrastructure, International Aid Transparency Initiative"
FlashDiet: Aprende acomer sano,https://www.edx.org/learn/nutrition/universitat-politecnica-de-valencia-flashdiet-aprende-a-comer-sano,Universitat Politècnica de València,Food & Nutrition,Introductory,No se necesitan conocimientos previos de nutrición.,Español,Español,Professional Certificate inFitness corporativo: nutrición y bienestar laboralProfessional Certificate inHábitos alimentarios sostenibles y nutrición,"Scientific Studies, Human Nutrition, Communicable Diseases, Diabetes Mellitus"
Introducción a lasfinanzas: Principios devaloración,https://www.edx.org/learn/finance/universidad-del-rosario-introduccion-a-las-finanzas-principios-de-valoracion,Universidad del Rosario,Economics & Finance,Intermediate,"Conocimientos básicos en manejo de fórmulas y funciones de la hoja de cálculo ExcelPorcentajes y álgebra básica, especialmente manejo de fracciones, potencias, logaritmos y ecuaciones",Español,Español,None,"Finance, Mathematical Finance, Decision Making, Microsoft Excel, Cash Flows, Investments, Financial Market"
American Government:ConstitutionalFoundations,https://www.edx.org/learn/government/harvard-university-american-government-constitutional-foundations,Harvard University,Social Sciences,Introductory,None,English,English,XSeries inU.S. Government,"Limited Government, Influencing Skills"
Databases: Modeling andTheory,https://www.edx.org/learn/databases/stanford-university-databases-modeling-and-theory,Stanford University,Computer Science,Introductory,None,English,English,None,"Database Design, Computer Science, Relational Databases, Algebra, Data Modeling, Data Abstraction, Concurrency Controls, Query Languages, Database Systems, Unified Modeling Language, SQL (Programming Language), Design Theory"
United States HealthPolicy,https://www.edx.org/learn/healthcare/harvard-university-united-states-health-policy,Harvard University,Social Sciences,Introductory,"Suggested pre-reading:Inside National Health Reform, by the University of California Press and the Milbank Fund published in 2011 (portions of this book will be available during the course)",English,English,None,Health Policies
Introduction to SQL,https://www.edx.org/learn/sql/davidson-college-introduction-to-sql,Davidson College,Data Analysis & Statistics,Introductory,This course is meant to teach the fundamentals of SQL to beginning learners with little to no prior experience.,English,English,Professional CertificateinFrom Database to Dashboard using SQL and Power BI,"Google Sheets, Relational Databases, Application Development, Market Research, RStudio, Syntax, User Interface, Shiny (R Package), Data Analysis, R (Programming Language), Financial Analysis, Cascading Style Sheets (CSS), Research, SQL (Programming Language), Web Applications, Data Storage Technologies"
Religious Literacy:Traditions and Scriptures,https://www.edx.org/learn/religion/harvard-university-religious-literacy-traditions-and-scriptures,Harvard University,Humanities,Introductory,None,English,English,XSeriesinWorld Religions Through Their Scriptures,None
Python Data Structures,https://www.edx.org/learn/python/the-university-of-michigan-python-data-structures,The University of Michigan,Computer Science,Introductory,None,English,English,None,"Collections, Data Structures, Python (Programming Language), Procedural Programming, Data Analysis"
Gestión de personas:Recursos Humanos,https://www.edx.org/learn/human-resources/universidad-nacional-de-cordoba-gestion-de-personas-recursos-humanos,Universidad Nacional de Córdoba,Business & Management,Introductory,Ninguno.,Español,None,MicroMasters®PrograminGestión de servicios: diseño de experiencias exitosas,"Decision Making, Customer Satisfaction, Management, Customer Service, People Management"
"Financial Programmingand Policies, Part 1:Macroeconomic Account…",https://www.edx.org/learn/finance/the-international-monetary-fund-financial-programming-and-policies-part-1-macroeconomic-accounts-analysis,The International Monetary Fund,Economics & Finance,Intermediate,"Some knowledge of economics would be helpful, but is not required. Graded assignments require the use of spreadsheets.",English,English,None,"Economics, Capacity Development, Economic Policy"
College Algebra andProblem Solving,https://www.edx.org/learn/math/arizona-state-university-college-algebra-and-problem-solving,Arizona State University,Math,Introductory,None,English,English,None,"Assessment And Learning In Knowledge Spaces (ALEKS), Calculus, Problem Solving, Logarithmic Functions, Linear Equations, Algebra, Basic Math"
Electric Cars: Technology,https://www.edx.org/learn/electric-cars/delft-university-of-technology-electric-cars-technology,Delft University of Technology,Engineering,Intermediate,"It is recommended that learners complete the first course, Electric cars: Introduction (DelftX- eCars1x) before beginning this course to be familiar with the basic concepts.",English,English,Professional Certificate inElectric Cars,"Battery Technology, Infrastructure, Electronics, Electric Vehicles, Operations, Innovation, Battery Management, Thermodynamic Systems, Brakes"
Network and SecurityFoundations,https://www.edx.org/learn/network-security/western-governors-university-network-and-security-foundations,Western Governors University,Computer Science,Introductory,"None. However, Information Technology Foundations is recommended.",English,English,MicroBachelors Program inIntroduction to Information Technology,"Local Area Networks, Communications Protocols, Security Policies, Risk Mitigation, Computer Networks, Metropolitan Area Networks, Virtual Private Networks (VPN), Wide Area Networks, Network Security, Network Topology, Metro Ethernet, Vulnerability"
A Complete Guide to GameDesign,https://www.edx.org/learn/game-design/hp-a-complete-guide-to-game-design,HP,Computer Science,Introductory,None,English,None,Professional Certificate inEsports Management and Game Development,"Mechanics, eSports Management, eSports, Innovation, Game Design, Video Game Development"
Django ApplicationDevelopment with SQL andDatabases,https://www.edx.org/learn/django/ibm-django-application-development-with-sql-and-databases,IBM,Computer Science,Intermediate,Knowledge of:GitHubHTML & CSSPython,English,English,MicroBachelors PrograminFull Stack Application DevelopmentProfessional CertificateinFull Stack Developer,"Web Application Frameworks, Application Development, Django (Web Framework), Templates, Full Stack Development, Object-Oriented Programming (OOP), Object-Relational Mapping, Bootstrap (Front-End Framework), Front End (Software Engineering), SQL (Programming Language)"
Introduction to Marketing,https://www.edx.org/learn/marketing/the-university-of-edinburgh-introduction-to-marketing,The University of Edinburgh,Business & Management,Introductory,None,English,English,Professional Certificate inDigital Marketing Fundamentals,"Marketing, Branding, Creative Thinking, Communications, Value Propositions, Digital Marketing"
Probability and Statistics I: A Gentle Introduction toProbability,https://www.edx.org/learn/statistics/the-georgia-institute-of-technology-probability-and-statistics-i-a-gentle-introduction-to-probability,The Georgia Institute of Technology,Data Analysis & Statistics,Intermediate,"You will be expected to come in knowing a bit of set theory and basic calculus. But don’t worry too much – we’ll provide bootcamps on that material in order to make the class pretty much self-contained. In addition, this course will involve a bit of computer programming, so it would be nice to have at least a little experience in something like Excel, just to bring back the programming memories.",English,English,Professional CertificateinProbability/Random Variables,"Calculus, Bayesian Statistics, Probability, Probability And Statistics, Set Theory"
Introduction toAstrophysics,https://www.edx.org/learn/astrophysics/ecole-polytechnique-federale-de-lausanne-introduction-to-astrophysics,École polytechnique fédérale de L…,Physics,Introductory,Physics and Maths (1st year of bachelor):TrigonometryDerivatives and Taylor expansionsIntegral calculus1st order differential equations,English,English,None,"Astrophysics, Forecasting"
Comunicación efectivapara el líder actual,https://www.edx.org/learn/leadership/tecnologico-de-monterrey-comunicacion-efectiva-para-el-lider-actual,Tecnológico de Monterrey,Communication,Introductory,Estudios de profesional concluidos.,Español,Español,MicroMasters®PrograminHabilidades profesionales: negociación y liderazgoProfessional CertificateinHabilidades esenciales de Liderazgo,"Assertiveness, Communications, Organizational Communications, Leadership, Empathy"
International HumanRights Law,https://www.edx.org/learn/human-rights/universite-catholique-de-louvain-international-human-rights-law,Université catholique de Louvain,Law,Advanced,"Knowledge of the fundamentals of International Law (subjects and sources of International Law/ principles governing international responsibility). Such knowledge may be acquired by the successful completion ofLouv5x – International Law.In addition, students should be familiar with the requirements of graduate-level courses and should preferably have already followed some law courses in order to be familiar with legal concepts and legal language.",English,English,MicroMasters®Program inInternational Law,"Corporate Laws, Family Law, Municipal Law, Grammar, International Relations, Cooperation, International Laws, Influencing Skills, Labor Law, Economics, Social Movements, Criminal Law"
