title,link,duration,instructor,students
Enhance Voice-Over Audio in Adobe Audition!,https://www.skillshare.com/en/classes/Enhance-Voice-Over-Audio-in-Adobe-Audition/1503352229,1h 1m,Scott Luu,"2,140 students"
Microsoft Excel: from Beginner to Intermediate/Advanced level (French Version),https://www.skillshare.com/en/classes/Microsoft-Excel-from-Beginner-to-IntermediateAdvanced-level-French-Version/814869476,4h 52m,Joanna Nseir,346 students
Planning: An Excel Sheets and Bullet Journaling Approach,https://www.skillshare.com/en/classes/Planning-An-Excel-Sheets-and-Bullet-Journaling-Approach/168547133,31m,Silvia Njoki,"1,322 students"
Live Encore: Capture a Moment With Illustrated Journaling,https://www.skillshare.com/en/classes/Live-Encore-Capture-a-Moment-With-Illustrated-Journaling/1604169792,48m,Mimi Chao,"2,618 students"
Beginner's Guide to Linocuts - Create Your First Print,https://www.skillshare.com/en/classes/Beginners-Guide-to-Linocuts-Create-Your-First-Print/1901797459,36m,Jeslyn Sebold,"2,107 students"
Share Your Story: Shooting An Epic 'About' Video On Your Phone,https://www.skillshare.com/en/classes/Share-Your-Story%C2%A0Shooting-An-Epic-About-Video-On-Your-Phone/1756671913,1h 24m,Linda & David,"4,104 students"
Microsoft PowerPoint: Presentation Design & Animation Masterclass,https://www.skillshare.com/en/classes/Microsoft-PowerPoint-Presentation-Design-Animation-Masterclass/1820570757,6h 32m,Andrew Pach ⭐,"2,649 students"
11 Expressions for Animation Efficiency in Adobe After Effects,https://www.skillshare.com/en/classes/11-Expressions-for-Animation-Efficiency-in-Adobe-After-Effects/451087798,1h 13m,Megan Friesth,"1,938 students"
Create an Organic Abstract Form Using Soft Body Dynamics,https://www.skillshare.com/en/classes/Create-an-Organic-Abstract-Form-Using-Soft-Body-Dynamics/509593273,59m,Patrick Foley,"1,463 students"
Gouache For Beginners: Creating The Illusion Of Light,https://www.skillshare.com/en/classes/Gouache-For-Beginners-Creating-The-Illusion-Of-Light/2076044401,42m,Ayna Paisley,"2,229 students"
Drawing Patterns : Finding Zen in Zentangle Inspired Art,https://www.skillshare.com/en/classes/Drawing-Patterns-Finding-Zen-in-Zentangle-Inspired-Art/1873282534,26m,Kim Mastromartino,"2,553 students"
"Mixed Media Art Journal Girl : How to be loose & expressive with pencil, paint & collage",https://www.skillshare.com/en/classes/Mixed-Media-Art-Journal-Girl-How-to-be-loose-expressive-with-pencil-paint-collage/2019758177,33m,Toni Burt,"1,689 students"
Painting a Peony in Watercolor : in three styles,https://www.skillshare.com/en/classes/Painting-a-Peony-in-Watercolor-in-three-styles/624135598,1h 24m,Irina Trzaskos,"2,143 students"
ASL | Pronouns + Vocab + Practice | American Sign Language,https://www.skillshare.com/en/classes/ASL-Pronouns-Vocab-Practice-American-Sign-Language/59497168,2h 26m,Able Lingo ASL,"2,572 students"
How to Make Cute Sticker Sheets in Procreate and Cricut Design Space-For Beginners,https://www.skillshare.com/en/classes/How-to-Make-Cute-Sticker-Sheets-in-Procreate-and-Cricut-Design-Space-For-Beginners/1693844904,42m,Kathy Austin,"1,734 students"
Introduction to DIY: Becoming a Maker,https://www.skillshare.com/en/classes/Introduction-to-DIY-Becoming-a-Maker/447055601,1h 51m,Mark Frauenfelder,"4,013 students"
Secrets of the Perfect Watercolor Washes,https://www.skillshare.com/en/classes/Secrets-of-the-Perfect-Watercolor-Washes/809001120,43m,Olga Bonitas,"2,061 students"
Mixing With Ableton Live,https://www.skillshare.com/en/classes/Mixing-With-Ableton-Live/152286694,7h 38m,Jason Allen,"1,093 students"
A Beginner's Guide To Adobe Illustrator,https://www.skillshare.com/en/classes/A-Beginners-Guide-To-Adobe-Illustrator/393681206,4h 8m,Talha Bhatti,989 students
Intro to Beautiful Lettering in Procreate,https://www.skillshare.com/en/classes/Intro-to-Beautiful-Lettering-in-Procreate/26107824,2h 11m,Teela Cunningham,"2,122 students"
Digital Illustration: Draw A Vertical Garden on Procreate iPad,https://www.skillshare.com/en/classes/Digital-Illustration-Draw-A-Vertical-Garden-on-Procreate-iPad/518672332,1h 13m,Esther Nariyoshi,"2,132 students"
Design for Print: Stand Out with Specialty Printing Techniques,https://www.skillshare.com/en/classes/Design-for-Print-Stand-Out-with-Specialty-Printing-Techniques/166642129,1h 49m,Ross Moody,"3,853 students"
Packaging Design: Redesign a Product for a Brand from A to Z,https://www.skillshare.com/en/classes/Packaging-Design-Redesign-a-Product-for-a-Brand-from-A-to-Z/1868524417,2h 2m,Khadija El Sharawy,"1,467 students"
Faced With Fear: Conquering Your Fears of Illustrating Faces | The Feminine Face,https://www.skillshare.com/en/classes/Faced-With-Fear-Conquering-Your-Fears-of-Illustrating-Faces-The-Feminine-Face/1000535568,14m,Melissa Lee,"3,517 students"
Loose & Sketchy Abstract Florals,https://www.skillshare.com/en/classes/Loose-Sketchy-Abstract-Florals/14879011,1h 47m,Jessica Sanders,"1,769 students"
Character Design Crash Course: Develop Expressive Characters Through Caricature,https://www.skillshare.com/en/classes/Character-Design-Crash-Course-Develop-Expressive-Characters-Through-Caricature/1232592490,56m,Melissa Lee,"2,476 students"
"Easy Setup For Print: Design a Unique Business Card in Illustrator, Photoshop, or InDesign!",https://www.skillshare.com/en/classes/Easy-Setup-For-Print-Design-a-Unique-Business-Card-in-Illustrator-Photoshop-or-InDesign/1533305896,1h 6m,Jon Brommet,"3,704 students"
How to Film Solo Without the FOMO: Filmmaking Tricks for the One-Person Crew,https://www.skillshare.com/en/classes/How-to-Film-Solo-Without-the-FOMO-Filmmaking-Tricks-for-the-One-Person-Crew/13741393,12m,Dandan Liu,"4,606 students"
Abstract Drawing Adventure: A Creative Exploration For Mind And Soul,https://www.skillshare.com/en/classes/Abstract-Drawing-Adventure-A-Creative-Exploration-For-Mind-And-Soul/1693023196,40m,⋒ artsygio ⋒,"1,830 students"
Fast Font Mods,https://www.skillshare.com/en/classes/Fast-Font-Mods/1089761972,40m,Ray Dombroski,"1,635 students"
Canva Basics: Launch Your Creative Business,https://www.skillshare.com/en/classes/Canva-Basics-Launch-Your-Creative-Business/1666564207,3h 13m,Cheryl Chan,"2,560 students"
The ABC of Packaging Design: Back of Pack,https://www.skillshare.com/en/classes/The-ABC-of-Packaging-Design-Back-of-Pack/1847324078,36m,Beatrice Menis,"2,851 students"
Mobile App Design from scratch with Sketch 3 - Part 1 (UX Research),https://www.skillshare.com/en/classes/Mobile-App-Design-from-scratch-with-Sketch-3-Part-1-UX-Research/1470157016,42m,Maxime C,"2,705 students"
Transcription and Captioning Masterclass | Master Video Captions and Subtitles,https://www.skillshare.com/en/classes/Transcription-and-Captioning-Masterclass-Master-Video-Captions-and-Subtitles/75762419,1h 57m,Nitay L,"2,653 students"
Professional Lighting Techniques in Cinema 4D,https://www.skillshare.com/en/classes/Professional-Lighting-Techniques-in-Cinema-4D/1404860669,1h 55m,Ozgur Gorgun,"1,150 students"
Shortcuts to Map Making for Illustrators: Illustrate Your Favorite City,https://www.skillshare.com/en/classes/Shortcuts-to-Map-Making-for-Illustrators-Illustrate-Your-Favorite-City/1587413425,31m,Anne Bollman,"2,678 students"
Floristy 101 - Is Floral Design the Career for Me?,https://www.skillshare.com/en/classes/Floristy-101-Is-Floral-Design-the-Career-for-Me/2002965058,36m,Deb Jasinski,"1,997 students"
Digitize Your Watercolors: Getting Started With Adobe Photoshop,https://www.skillshare.com/en/classes/Digitize-Your-Watercolors-Getting-Started-With-Adobe-Photoshop/1904610403,1h 13m,Anne Butera,"2,420 students"
Bumblebee. A Free-Flow Watercolour Masterclass with Jane Davies,https://www.skillshare.com/en/classes/Bumblebee-A-Free-Flow-Watercolour-Masterclass-with-Jane-Davies/2014406582,56m,Jane Davies,998 students
Design For Instagram: Creating the Perfect Flat Lay Photograph,https://www.skillshare.com/en/classes/Design-For-Instagram-Creating-the-Perfect-Flat-Lay-Photograph/1839248058,21m,Anna Kay,"3,783 students"
Sell on Etsy - How to Open a Successful Etsy Shop | Complete Course,https://www.skillshare.com/en/classes/Sell-on-Etsy-How-to-Open-a-Successful-Etsy-Shop-Complete-Course/518667511,2h 20m,Austen Hartley,"1,449 students"
Entering Space - An Introduction to Perspective in Procreate,https://www.skillshare.com/en/classes/Entering-Space-An-Introduction-to-Perspective-in-Procreate/1182466890,36m,The Artmother,"1,831 students"
Fashion Design: Introduction to Hand Drawn Technical Flats,https://www.skillshare.com/en/classes/Fashion-Design-Introduction-to-Hand-Drawn-Technical-Flats/1179888665,1h 19m,Robert Geller,"4,185 students"
Seahorse. A Free-Flow Watercolour Masterclass with Jane Davies,https://www.skillshare.com/en/classes/Seahorse-A-Free-Flow-Watercolour-Masterclass-with-Jane-Davies/529727184,56m,Jane Davies,755 students
Fashionable Resin Jewelry for Beginners - Create a Pendant and Earring set,https://www.skillshare.com/en/classes/Fashionable-Resin-Jewelry-for-Beginners-Create-a-Pendant-and-Earring-set/1876704428,1h 6m,Kellie Chasse,"3,149 students"
Lettering in Color: Colorful Brush Lettering with Fudenosuke Colors,https://www.skillshare.com/en/classes/Lettering-in-Color-Colorful-Brush-Lettering-with-Fudenosuke-Colors/1712571104,1h 2m,Kiley Bennett,"2,765 students"
Surface Pattern Design: Creating a Collection for Art Licensing,https://www.skillshare.com/en/classes/Surface-Pattern-Design-Creating-a-Collection-for-Art-Licensing/1215772724,2h 23m,Emily Cromwell,"1,600 students"
Skillshare Audio: Draplin Answers Your Questions on Creativity & Career,https://www.skillshare.com/en/classes/Skillshare-Audio-Draplin-Answers-Your-Questions-on-Creativity-Career/1297615754,18m,Aaron Draplin,"2,424 students"
Master an Amazing 2-Point Perspective Interior Sketching,https://www.skillshare.com/en/classes/Master-an-Amazing-2-Point-Perspective-Interior-Sketching/1107040004,32m,Olga Sorokina,"3,544 students"
Create your own magic illustration. Luminous Objects and a Brickwork in Watercolor.,https://www.skillshare.com/en/classes/Create-your-own-magic-illustration-Luminous-Objects-and-a-Brickwork-in-Watercolor/517059619,52m,Olga Bonitas,"2,321 students"
Creative Market Basics: Create & Publish a Collection that Sells,https://www.skillshare.com/en/classes/Creative-Market-Basics-Create-Publish-a-Collection-that-Sells/1379369776,1h 48m,Audrey Moon,"3,361 students"
Fusion 360 for 3D Printing - Class 5 - Design Vacuum Nozzle,https://www.skillshare.com/en/classes/Fusion-360-for-3D-Printing-Class-5-Design-Vacuum-Nozzle/504606828,12m,Vladimir Mariano,"1,901 students"
"Email Lists for Creative Entrepreneurs: Lead Magnets, Email Funnels, & Content Guidance",https://www.skillshare.com/en/classes/Email-Lists-for-Creative-Entrepreneurs-Lead-Magnets-Email-Funnels-Content-Guidance/2006780163,1h 8m,Peggy Dean,"1,699 students"
Hairstyles 101: Draw and Colour Hair for Character Design,https://www.skillshare.com/en/classes/Hairstyles-101-Draw-and-Colour-Hair-for-Character-Design/298638027,42m,Maria Lia Malandrino,"3,128 students"
Foundations for Mastering Watercolor Painting - 2 Understanding Your Paint,https://www.skillshare.com/en/classes/Foundations-for-Mastering-Watercolor-Painting-2-Understanding-Your-Paint/834738112,50m,Jill Poyerd,790 students
Sketchup For Beginners - How To Create Your First 3D House from Scratch With Sketchup (Part 4),https://www.skillshare.com/en/classes/Sketchup-For-Beginners-How-To-Create-Your-First-3D-House-from-Scratch-With-Sketchup-Part-4/1125091224,23m,Alek Stanojevic,"1,751 students"
Using Social Media to Grow Your Business,https://www.skillshare.com/en/classes/Using-Social-Media-to-Grow-Your-Business/645405042,20m,Ashley Rutstein,"2,267 students"
10 Day Art Holiday - Let's Create a Fall themed Travel Journal,https://www.skillshare.com/en/classes/10-Day-Art-Holiday-Lets-Create-a-Fall-themed-Travel-Journal/305955381,7h 53m,Zaneena Nabeel,892 students
Poster Design - Using Only Typography,https://www.skillshare.com/en/classes/Poster-Design-Using-Only-Typography/373499348,35m,Lindsay Marsh,"3,843 students"
Make Your Own Mockups in Procreate Using Photos,https://www.skillshare.com/en/classes/Make-Your-Own-Mockups-in-Procreate-Using-Photos/1558253211,1h 23m,Maja Faber,"1,467 students"
YouTube Success: Creating Exciting Travel Videos,https://www.skillshare.com/en/classes/YouTube-Success-Creating-Exciting-Travel-Videos/1495055906,1h 21m,Kristen & Nadine,"2,983 students"
Product Photography: A Beginner’s Guide to Props and Styling,https://www.skillshare.com/en/classes/Product-Photography-A-Beginner%E2%80%99s-Guide-to-Props-and-Styling/1896477858,44m,Rose Nene,"1,960 students"
"Full Stack Web Development for Beginners- Part 4: Final Project, Node, Express & MongoDB",https://www.skillshare.com/en/classes/Full-Stack-Web-Development-for-Beginners-Part-4-Final-Project-Node-Express-MongoDB/35046322,10h 7m,Chris Dixon,"2,119 students"
Teacher Tips: Producing A Successful Skillshare Class,https://www.skillshare.com/en/classes/Teacher-Tips-Producing-A-Successful-Skillshare-Class/1604659156,28m,Jake Bartlett,"1,849 students"
Blender 2. 83 Interior Design Beginners Course,https://www.skillshare.com/en/classes/Blender-2-83-Interior-Design-Beginners-Course/1450185108,3h 6m,IVito .,"1,683 students"
ASL | How Are You? + 30 Emotions | American Sign Language,https://www.skillshare.com/en/classes/ASL-How-Are-You-30-Emotions-American-Sign-Language/796694446,3h 20m,Able Lingo ASL,"1,932 students"
Facebook Ads for Beginners: Grow Your Audience,https://www.skillshare.com/en/classes/Facebook-Ads-for-Beginners-Grow-Your-Audience/1328215801,36m,Laurie Wang,"2,180 students"
Zentangle® Inspired Art in Procreate,https://www.skillshare.com/en/classes/Zentangle%C2%AE-Inspired-Art-in-Procreate/2122712844,27m,Tracy Anne Wilkinson,"1,637 students"
Data Visualization: Design Better Charts in PowerPoint,https://www.skillshare.com/en/classes/Data-Visualization-Design-Better-Charts-in-PowerPoint/75621617,43m,Randy Krum,"2,553 students"
"NEW CONFIDENCE : Boost Your Self Confidence, Self Esteem & Social Skills Confidence",https://www.skillshare.com/en/classes/NEW-CONFIDENCE-Boost-Your-Self-Confidence-Self-Esteem-Social-Skills-Confidence/20674844,4h 42m,Alain Wolf,"6,788 students"
How to Draw Comic Style Noses - Male and Female,https://www.skillshare.com/en/classes/How-to-Draw-Comic-Style-Noses-Male-and-Female/1301384446,53m,Robert Marzullo,"3,188 students"
Learn How to Draw Birds and add them in Your Paintings : A 15 Day Exercise to Level Up Your Artworks,https://www.skillshare.com/en/classes/Learn-How-to-Draw-Birds-and-add-them-in-Your-Paintings-A-15-Day-Exercise-to-Level-Up-Your%C2%A0Artworks/1456367833,5h 41m,Zaneena Nabeel,946 students
Digital Illustration for Beginners in Procreate,https://www.skillshare.com/en/classes/Digital-Illustration-for-Beginners-in-Procreate/601850566,2h 8m,The Artmother,970 students
Learn Basic and Easy Camera Movements for Cinematic Videos | Beginners B-Roll Guide,https://www.skillshare.com/en/classes/Learn-Basic-and-Easy-Camera-Movements-for-Cinematic-Videos-Beginners-B-Roll-Guide/1306075878,17m,Adi Singh,"2,563 students"
Personal Branding For Designers [Beginners],https://www.skillshare.com/en/classes/Personal-Branding-For-Designers-Beginners/876051981,1h 11m,Jeremy Mura,"3,229 students"
"Shoot Talking Head Video like a PRO (Interviews, Youtube, Online Courses & more)",https://www.skillshare.com/en/classes/Shoot-Talking-Head-Video-like-a-PRO-Interviews-Youtube-Online-Courses-more/1253212562,27m,Dennis Schrader,"2,853 students"
Shoot High Quality Video with an iPhone for Your Brand or Business,https://www.skillshare.com/en/classes/Shoot-High-Quality-Video-with-an-iPhone-for-Your-Brand-or-Business/1097791042,44m,Joey Daoud,"2,981 students"
Animate with Procreate: Design and Animate Your TikTok Persona,https://www.skillshare.com/en/classes/Animate-with-Procreate-Design-and-Animate-Your-TikTok-Persona/1793686045,46m,Karen Jordan,"2,848 students"
"Procreate: Solid Foundations, Part 1 - Your First Painting!",https://www.skillshare.com/en/classes/Procreate-Solid-Foundations-Part-1-Your-First-Painting/214104761,8h 46m,Simon Foster,711 students
Urban Sketching: How to draw people,https://www.skillshare.com/en/classes/Urban-Sketching-How-to-draw-people/1709005792,31m,Lasse Voss,"2,111 students"
How to Price Your Design Jobs And Get Paid On Time,https://www.skillshare.com/en/classes/How-to-Price-Your-Design-Jobs-And-Get-Paid-On-Time/459505085,26m,Melanie Greenwood,"2,409 students"
Intro to Van Life: Step by Step Guide to Get You on the Road,https://www.skillshare.com/en/classes/Intro-to-Van-Life-Step-by-Step-Guide-to-Get-You-on-the-Road/444709669,37m,Deanna Dunn,"1,751 students"
How To Practice Mindfulness Meditation,https://www.skillshare.com/en/classes/How-To-Practice-Mindfulness-Meditation/2035455635,24m,Zachary Phillips,"3,863 students"
