,title,level,language,crediteligibility,link
11487,ISO 13485:2016 - Design and Development of Medical Devices,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Landing-Page-Design-and-Copywriting-Build-Pages-That-Convert-in-2020/1050566568
21182,Mastering Microsoft 365 (2022) (was Mastering Office 365),All Levels,English,Yes,https://www.skillshare.com/en/classes/Hashtag-Mindful-Use-Instagram-To-Grow-Your-Brand-Create-Impact/1559773735
12188,Sales Funnels for Beginners: The Complete Funnel Masterclass,Beginner,German,Yes,https://www.skillshare.com/en/classes/Art-as-Adventure-Tap-Into-Your-Intuition-Paint-an-Abstract-Garden/1570077235
7278,C++ Programming from Zero to Hero :  The Fundamentals,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/The-Beginners-Guide-to-Digital-Art-with-Procreate-for-iPad/927533932
7888,Building a VS Code clone with React (w/ Redux + Typescript),Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Animation-for-Illustration-Design-Easy-GIFs-for-Your-Instagram-Stories-in-Procreate/1459869372
9199,How to Make Games with Unity: A Beginner's Guide,Beginner,English,Yes,https://www.skillshare.com/en/classes/Procreate-for-Tattoo-Artists/297255513
3703,3D Modeling in Blender 2.8 for Unity Video Game Developers,Beginner,English,No,https://www.skillshare.com/en/classes/How-to-paint-Hydrangea-in-acrylic-with-Clair-Bremner/550032421
10140,The Circular Economy,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Figure-Drawing-Basics/1447772961
21327,Best Excel Course: Data Cleaning - For further Data Analysis,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Building-a-Productive-Creative-Business-The-How-Why-of-Scaling/1242446240
8407,6 Practice Tests for any Python Certification,Expert,German,Yes,https://www.skillshare.com/en/classes/Procreate-Painting-Techniques-Creating-Painterly-Flowers-in-Procreate/399360401
9961,Agile PM 102 - What Is The Future of  Agile Project Mgmt?,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Marketing-Analytics-Fundamentals/1222862668
9421,Java for Beginners (A visual guide),Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Inkscape-for-beginners-Class-02/489354190
15633,Analysis and Evaluation of Economic Feasibility of Projects,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Getting-started-with-Gouache-A-Beginners-Guide-to-Gouache-Landscapes/535674960
12776,Excel Statistics / Data Analytics,Expert,Spanish,No,https://www.skillshare.com/en/classes/Photoshop-Retouching-Techniques-for-Every-Problem/730692504
9729,Cucumber Selenium WebDriver TypeScript Automation Framework,Expert,German,Yes,https://www.skillshare.com/en/classes/Creating-Full-Color-Digital-Illustrations-From-Your-Hand-Made-Drawings/1423725004
14041,Forex Trading Course: Trade the 12 Forex Robots I Trade Live,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Whimsical-Faces-Paint-a-Beautiful-Watercolor-Portrait/1575701120
9084,beginner to advanced - how to become a data scientist,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Email-Marketing-Essentials-Measuring-Impact-with-Metrics/861339947
14632,The COMPLETE guide to start mining bitcoin in the AWS Cloud,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Doodling-in-Abstract-Reverse-Coloring/1357304330
6863,Jetpack Compose Modern App development using latest tech,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Researching-Writing-for-YouTube-How-to-Make-a-Great-Video-Essay/85202365
24140,Digital Advertising and Marketing 101: The Complete Guide,All Levels,German,No,https://www.skillshare.com/en/classes/How-to-Draw-the-Female-Torso-Creating-a-Dynamic-Character/28852721
17023,Debt Collections - The Process INCL THE NEW REG F,Beginner,English,No,https://www.skillshare.com/en/classes/Brine-Time-Pickle-like-a-Pro/700467999
10163,Certified Lean Specialist | Lean Management (Accredited),Beginner,Spanish,No,https://www.skillshare.com/en/classes/Designing-Gingerbread-Houses-in-Procreate/1699098284
4469,Complete AWS ECS Bootcamp (Beginner friendly),All Levels,English,Yes,https://www.skillshare.com/en/classes/Mindful-Bedtime-Routine-Patterns-Affirmations-for-Better-Sleep/1221460568
2784,Simplified Approach to DBMS: The Complete Package,Beginner,English,No,https://www.skillshare.com/en/classes/Illustrated-Journaling-II-14-MORE-Days-of-Prompts/872419302
10404,Project Management Fundamentals - The Art of Scheduling,Beginner,Chinese,No,https://www.skillshare.com/en/classes/The-Basics-of-Music-Producing-Seth-Mosley/235066649
8616,Python Video Processing,Beginner,English,No,https://www.skillshare.com/en/classes/Procreate-Learn-15-Easy-Painting-Techniques/1150872996
4115,Server Side Swift Using Vapor 4 in iOS,Expert,German,Yes,https://www.skillshare.com/en/classes/Mantaflow-Fluid-Simulation-Guide-in-Blender-3-1/978828324
24471,Marketing Strategy : 21 Digital Marketing Tips & Techniques,Expert,Spanish,No,https://www.skillshare.com/en/classes/Practical-Fine-Art-Inkjet-Printing-Create-Beautiful-Prints-Of-Your-Work/1621055882
22968,Visionary Servant Leadership,Expert,German,No,https://www.skillshare.com/en/classes/Watercolour-Peonies-Step-by-Step/25568034
3594,Alteryx Designer Core Certification Mega Bundle,Beginner,English,No,https://www.skillshare.com/en/classes/Writing-a-Picture-BookPart-One-Creating-Characters-Kids-Love/895241700
1962,Learn Symfony 3 framework by practical examples,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Presenting-Communication-Effectively-Prepare-for-Compelling-Presentations/964921006
5174,Roblox for Beginners: Learn to Script Your Very Own Games!,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Creative-Photo-Walking-Foster-Creativity-and-Master-Your-Camera/1311750881
5584,Learn Entity Framework Core 2.0 (EFC2) using ASP.Net Core,Expert,French,Yes,https://www.skillshare.com/en/classes/Mini-Class-Beautiful-Ink-Designing-Meaningful-Tattoos/864020766
9441,Siemens HMI SCADA- Operator Panel from Basic to Advanced,Expert,English,Yes,https://www.skillshare.com/en/classes/Fast-Screen-Printing-with-Stencils-Make-a-Cool-T-Shirt-or-Tote/1883756571
10372,Creating Measures and Metrics in ITSM,Expert,French,No,https://www.skillshare.com/en/classes/Character-Design-Transform-A-Friend-Into-An-Animated-Princess-with-Tom-Bancroft/170609368
4813,Android App Development with 7 Real Android Apps and Java,Beginner,German,No,https://www.skillshare.com/en/classes/Creative-Songwriting-For-Beginners/398034198
20988,Mastering Docker the devops way by School of Devops®,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Let%E2%80%99s-Build-a-Travel-Channel-on-YouTube-That-Stands-Out-From-The-Crowd/1283602747
22062,Microsoft Excel 2019 (365): Crash Course,All Levels,German,No,https://www.skillshare.com/en/classes/Extraordinary-Illustrator-Brushes-for-Pattern-Design/1480608024
7212,Java Servlets Certification Training (beginner to advanced),Expert,Chinese,No,https://www.skillshare.com/en/classes/Embroidery-for-Beginners-The-Basics/1160880343
18165,TopTrader Academy - Complete Options Course,Expert,English,Yes,https://www.skillshare.com/en/classes/How-To-Write-A-Personal-Statement-For-Elite-Universities/1247382615
21641,Oracle 11g PL/SQL Fundamentals II,Beginner,German,Yes,https://www.skillshare.com/en/classes/Mobile-Photography-Capturing-Friends-and-New-Perspectives/830436227
26239,Best Way to Learn German Language: Beginner Level 2 (A1.2),Beginner,English,Yes,https://www.skillshare.com/en/classes/FL-Studio-12-Blazing-Beatmaking-Beginner-Basics/739997974
25117,Cinematic Lighting,Expert,French,Yes,https://www.skillshare.com/en/classes/Zbrush-2021-for-Absolute-Beginners/1860036354
10948,Good Clinical Practice ICH GCP for Clinical Research,Beginner,Spanish,No,https://www.skillshare.com/en/classes/Creative-Writing-7-Exercises-To-Generate-Ideas-For-Your-Next-Story/654380608
15367,"Trading for beginners, Day trading, Futures trading,Scalping",Intermediate,Spanish,No,https://www.skillshare.com/en/classes/DOCUMENTARY-FILMMAKING-MASTERCLASS-IN-PLANNING-WRITING-AND-SHOOTING-YOUR-FILM/1329319698
12077,Executive Coaching and Business Case Development,Intermediate,French,Yes,https://www.skillshare.com/en/classes/The-Busy-Creative-3-Quick-Easy-Drawing-Exercises-to-Spark-Creativity/2051768217
12589,Start a Profitable Affiliate Coupons Website -Passive Income,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Watercolor-Waterscapes-Painting-Seascape-in-Two-Ways/267473448
15262,Value Added Tax (U.A.E),Beginner,German,No,https://www.skillshare.com/en/classes/Jazz-Piano-for-Beginners-Improvise-Like-a-Pro/1363412262
11018,Certified Key Performance Indicators Professional (CKPIP),All Levels,Chinese,No,https://www.skillshare.com/en/classes/Sketchnoting-basics-Anyone-can-visualise-ideas/99525568
23538,Manga Art School: Complete How to Draw Anime & Manga Course,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Watercolor-Lettering-Block-Sans-Serifs/354525882
11020,Certified Strategy Professional (CSP),All Levels,French,No,https://www.skillshare.com/en/classes/21-Days-of-Purposeful-Productivity-Forming-Habits-for-Long-Term-Goals/136170085
14183,The complete introduction to cryptocurrencies trading,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Blender-3D-for-Beginners-Learn-to-Model-a-Cute-Gnome-With-Real-Hair/1727250191
21191,Microsoft Excel Beginner to Advanced w/ Data Analysis 101,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Learn-To-Create-Arts-and-Crafts-Patterns-Part-2/796304960
16583,Bitcoin Breakthrough Secrets | Complete Cryptocurrency Guide,Beginner,German,Yes,https://www.skillshare.com/en/classes/Going-Full-Time-Freelance-Are-You-Ready/1280327612
19186,SQL Advanced,Expert,Spanish,No,https://www.skillshare.com/en/classes/Mastering-Presentation-Design-Everything-You-Need-to-Build-Better-Slides/854356778
25345,Drone Videography. How to get the most out of drone cameras.,All Levels,English,No,https://www.skillshare.com/en/classes/Watercolour-floral-master-class-Loose-florals-fillers-and-leaves-40-elements-3-class-projects/582684946
22121,Microsoft Project 2013 Tutorial Video - Beginners / Advanced,Expert,German,Yes,https://www.skillshare.com/en/classes/Introduction-To-Stained-Glass/473079333
9291,"Mastering AI: ChatGPT, DALL·E, MidJourney and their API's",Beginner,English,Yes,https://www.skillshare.com/en/classes/Northern-lights-in-Watercolor-Learn-to-paint-northern-lights-in-4-different-ways/587856398
18392,The Beginners 2023 Cyber Security Awareness Training Course,Beginner,German,Yes,https://www.skillshare.com/en/classes/FINAL-CUT-PRO-COMPLETE-Import-Edit-Export/32828917
20023,Part 2: AWS Certified Solutions Architect SAA C03 [2023],All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Character-Illustration-Designing-from-Concept-to-Creature/1729002037
19311,Linux Technical Interview Questions and Answers,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Develop-Your-Singing-Voice-Find-and-Foster-Your-Vocal-Power/855847904
4877,The Complete iOS 10 And Swift 3 Developer Course,All Levels,English,Yes,https://www.skillshare.com/en/classes/Daisy-Flower-Acrylic-Painting/601832579
19976,Google Cloud Digital Leader Certification For Beginner - GCP,Beginner,French,Yes,https://www.skillshare.com/en/classes/Run-Cycle-in-AE-with-DUIK/293245612
25143,Master Adobe Lightroom Fast,Beginner,English,No,https://www.skillshare.com/en/classes/Lighting-Fundamentals-Making-Lighting-for-Photography-Easy/1113933799
25761,30 day challenge - learn to play the harmonica in one month!,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Fun-with-Textures-using-Procreate-Create-your-own-Unique-Canvas-and-More/1111164265
11940,Employee Engagement,Expert,English,No,https://www.skillshare.com/en/classes/Improve-your-Drawing-Accuracy/342834600
5391,Full Stack Mobile Application Development - Master Class,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Inside-the-Studio-How-Music-Producers-Collaborate-with-Artists/1023526805
16700,How to Invest in Options,Expert,English,Yes,https://www.skillshare.com/en/classes/Watercolour-Pencils-for-Beginners-An-Introduction-to-The-Magical-World-of-Watercolour-Pencils/1583560094
9710,"Big data,Cassandra,AWS,Mysql,MariaDB,Linux for Beginners",All Levels,English,Yes,https://www.skillshare.com/en/classes/Collage-Animation-Creative-Motion-Graphics-with-Photoshop-After-Effects/1286767401
23560,The Complete Sketch 5 Course - Design Apps & Websites 2021,Expert,German,No,https://www.skillshare.com/en/classes/Writing-and-Editing-Polishing-a-Manuscript-Learn-with-Wattpad/2034114307
13139,SAS MACRO Programming - Advanced Programming for Beginners,Intermediate,German,Yes,https://www.skillshare.com/en/classes/Canva-Course-Beginners-Guide-to-Canva-for-Graphic-Design/1085300235
11841,A to Z Turo: Comprehensive Guide for running a fleet of cars,Expert,French,Yes,https://www.skillshare.com/en/classes/Drawing-Fundamentals-Realistic-Shading-Illustration-Techniques/792673033
24592,Marketing Psychology: How To Influence Customers To Buy Now,Intermediate,French,No,https://www.skillshare.com/en/classes/Beginner-Figure-Drawing-Drawing-The-Head-Facial-Features-Eyes-Ears-Nose-Mouth/780946775
24278,The Complete Digital Marketing Course for Local Businesses,All Levels,Chinese,Yes,https://www.skillshare.com/en/classes/How-to-Price-Projects-as-a-Freelancer/609139526
17946,Cryptocurrency & Bitcoin Investing And Trading For Beginners,Beginner,French,No,https://www.skillshare.com/en/classes/Quiet-or-Riot-Colour-Communication-in-Your-Art/2052683882
1350,Symfony Web Development Complete Guide: Beginner To Advanced,All Levels,English,Yes,https://www.skillshare.com/en/classes/Perfect-Instagram-Flatlay-101/1792677039
3971,SQLite for beginners,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/Collage-Retro-Vintage-illustration-with-Photoshop/100190347
9070,"Database Design & Management: MySQL, Oracle & PostgreSQL",Intermediate,French,No,https://www.skillshare.com/en/classes/Monochrome-Winter-Landscapes-with-Watercolors-Learn-to-Paint-using-a-Single-Color/687348231
2290,Java for beginners (Core concepts): Easy course on Java,Beginner,English,No,https://www.skillshare.com/en/classes/Dynamic-Anatomy-for-Artists-Muscles-of-the-Leg/293358509
22324,Learn Microsoft SharePoint Foundation 2010,Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Simple-Music-Theory-for-Beginners/863895596
13492,ChatGPT: Project Management Mastery With ChatGPT,Intermediate,English,No,https://www.skillshare.com/en/classes/Abstract-One-Line-Face-Drawings-Discovering-Your-One-Line-Art-Style-Using-Procreate/2124381215
12027,Google Analytics for Shopify: A Complete Step-by-Step Guide,Beginner,German,Yes,https://www.skillshare.com/en/classes/Learn-to-Make-Procreate-Brushes-From-Traditional-to-Digital/1733262386
23518,Photoshop In-Depth: Master all of Photoshop's Tools Easily,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Learn-to-draw-flowers-from-simple-shapes-to-a-more-realistic-drawing/270378246
11408,Build a WooCommerce eCommerce T-Shirt Store with WordPress,All Levels,Spanish,No,https://www.skillshare.com/en/classes/The-Writer%E2%80%99s-Toolkit-2-Find-Your-Voice-Avoid-Mistakes-That-Ruin-a-First-Book/95132139
168,JavaScript: The Advanced Concepts (2023 Update),Intermediate,French,No,https://www.skillshare.com/en/classes/Sewing-Fundamentals-Your-First-Zippered-Project-Made-Easy/1762411825
11677,Data Analysis And Business Intelligence With Microsoft Excel,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Freelancing-on-Fiverr-Super-Seller-Success-Tips/2017843414
22096,Oracle Fusion HCM - Workforce Compensation,Intermediate,English,No,https://www.skillshare.com/en/classes/Getting-Started-With-Digital-Painting/947883684
2361,Project in DevOps - Build Real World Processes,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Create-a-Character-Illustration-with-Photoshop/91934859
